Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Andrew Agozzino,UTA,L,2,0 days 00:06:07.999999998,0.0,0.0,0.0,19.57,4.89,0.0,14.67,,,,,,,,,,,,,,,,F,7,6,50,1,83,96,94,10,50,50,50,50,50,50,50,50,29.4,66.66666666666667,40.58,50.0,50.0,50.0
Radko Gudas,ANA,D,8,0 days 00:15:14.374999998,0.0,0.98,4.43,13.29,6.89,0.98,0.0,1.0,0 days 00:12:52.000000002,0.0,0.0,4.66,18.65,9.33,0.0,0.0,,,,,,,D,19,70,50,70,50,98,87,37,28,13,50,72,50,99,95,13,51.8,74.0,58.459999999999994,42.6,69.0,50.519999999999996
Chris Tanev,TOR,D,8,0 days 00:17:20.250000,0.0,0.87,2.6,0.87,3.46,0.0,0.0,,,,,,,,,,,,,,,,D,19,64,50,30,50,12,38,7,50,50,50,50,50,50,50,50,42.6,19.0,35.52,50.0,50.0,50.0
Mats Zuccarello,MIN,R,5,0 days 00:18:45.799999998,0.0,2.56,5.12,1.28,1.92,0.0,1.92,5.0,0 days 00:18:45.799999998,0.0,2.56,5.12,1.28,1.92,0.0,1.92,5.0,0 days 00:05:02.599999998,4.76,5.0,0 days 00:05:02.599999998,4.76,F,7,95,65,39,37,14,49,10,15,94,68,47,39,20,58,17,48.6,24.333333333333332,41.31999999999999,52.6,31.666666666666668,46.32
Calle Jarnkrok,TOR,C,14,0 days 00:11:34.357142856,1.48,0.0,5.18,4.44,1.11,1.48,1.85,4.0,0 days 00:12:30.749999999,0.0,0.0,3.6,5.99,1.2,0.0,0.0,,,,,,,F,88,6,50,40,36,51,22,50,15,11,50,26,14,68,38,17,44.0,41.0,43.099999999999994,23.2,41.0,28.54
Jason Zucker,BUF,L,12,0 days 00:14:43.833333336,1.36,1.02,9.16,5.09,0.34,1.36,3.73,,,,,,,,,,12.0,0 days 00:03:23.583333336,5.89,,,,F,85,59,74,84,52,57,4,48,50,50,50,50,50,50,50,50,70.8,36.333333333333336,60.459999999999994,50.0,50.0,50.0
Tyler Toffoli,S.J,C,20,0 days 00:16:36,0.9,1.08,7.41,2.89,1.99,0.36,0.18,7.0,0 days 00:14:56.285714286,0.57,1.72,6.31,2.87,1.15,1.15,0.0,20.0,0 days 00:03:07.849999998,2.87,7.0,0 days 00:02:40.428571428,3.21,F,66,62,42,70,16,35,51,19,50,83,55,60,14,41,36,50,51.2,35.0,46.339999999999996,52.4,42.333333333333336,49.38
Charlie Coyle,CBJ,C,20,0 days 00:17:09.300000,0.52,1.92,5.25,4.37,1.92,0.0,27.81,7.0,0 days 00:17:51.142857144,0.48,1.92,4.8,3.84,0.96,0.0,28.33,20.0,0 days 00:01:04.050000,2.81,,,,F,40,88,41,41,92,51,49,10,44,87,50,43,92,52,30,17,60.4,36.666666666666664,53.279999999999994,63.2,33.0,54.14
Tyler Pitlick,MIN,C,9,0 days 00:07:22.888888890,0.0,0.0,5.42,21.68,5.42,10.84,0.0,,,,,,,,,,,,,,,,F,7,6,50,44,13,96,96,99,50,50,50,50,50,50,50,50,24.0,97.0,45.89999999999999,50.0,50.0,50.0
Justin Faulk,STL,D,20,0 days 00:23:24.550000002,0.51,0.77,4.49,2.18,5.51,0.51,0.0,7.0,0 days 00:23:19.000000002,0.74,0.74,4.41,1.1,5.51,0.0,0.0,20.0,0 days 00:02:05.100000,7.19,7.0,0 days 00:01:41.571428574,5.06,D,93,58,82,71,50,39,74,21,95,55,67,69,50,23,74,13,70.8,44.666666666666664,62.959999999999994,67.2,36.666666666666664,58.04
Brock Nelson,COL,C,19,0 days 00:18:34.000000002,0.85,0.68,5.27,1.87,2.55,1.7,30.1,7.0,0 days 00:17:23.857142856,0.99,1.48,5.91,0.99,2.46,0.99,33.99,19.0,0 days 00:02:59.684210526,1.05,7.0,0 days 00:01:34.999999998,0.0,F,63,40,13,42,93,22,67,55,71,77,8,56,94,16,70,46,50.2,48.0,49.54,61.2,44.0,56.03999999999999
Alex Petrovic,DAL,D,18,0 days 00:14:16.333333331,0.23,0.93,4.67,6.77,5.14,4.9,0.0,7.0,0 days 00:15:48.142857144,0.54,1.08,5.42,3.8,4.88,1.08,0.0,,,,,,,D,63,68,50,74,50,88,69,94,88,70,50,80,50,69,67,48,61.0,83.66666666666667,67.8,67.6,61.333333333333336,65.72
Nick Bjugstad,STL,C,18,0 days 00:11:14.222222220,1.19,0.3,9.2,9.79,4.15,2.97,16.32,5.0,0 days 00:12:30.799999998,0.96,0.0,8.63,5.75,2.88,1.92,14.38,,,,,,,F,79,18,50,84,85,82,90,76,69,11,50,79,83,67,77,64,63.2,82.66666666666667,69.04,58.4,69.33333333333333,61.67999999999999
Derek Forbort,VAN,D,2,0 days 00:13:55.999999998,0.0,0.0,2.15,4.31,8.61,4.31,0.0,,,,,,,,,,,,,,,,D,19,6,50,19,50,71,95,92,50,50,50,50,50,50,50,50,28.8,86.0,45.96,50.0,50.0,50.0
Kevin Hayes,PIT,R,4,0 days 00:11:36,0.0,1.29,6.47,9.05,1.29,0.0,10.34,4.0,0 days 00:11:36,0.0,1.29,6.47,9.05,1.29,0.0,10.34,,,,,,,F,7,71,50,59,76,79,28,10,15,72,50,62,76,82,40,17,52.6,39.0,48.519999999999996,55.0,46.333333333333336,52.4
Cam Fowler,STL,D,20,0 days 00:22:46.650000,0.0,1.19,3.95,0.26,2.37,0.53,0.0,7.0,0 days 00:22:25.428571428,0.0,1.91,2.68,0.0,3.44,0.76,0.0,20.0,0 days 00:02:25.300000002,6.19,7.0,0 days 00:02:12,7.79,D,19,80,77,62,50,4,16,22,28,90,80,38,50,4,44,38,57.6,14.0,44.52,57.2,28.666666666666668,48.64
Vladimir Tarasenko,MIN,R,18,0 days 00:15:17.722222224,0.44,1.74,6.54,3.05,1.96,0.0,0.0,5.0,0 days 00:14:29.800000002,0.0,1.66,6.62,3.31,3.31,0.0,0.0,18.0,0 days 00:03:54.555555558,5.97,,,,F,34,84,74,60,13,37,50,10,15,82,50,63,14,46,82,17,53.0,32.333333333333336,46.8,44.8,48.333333333333336,45.86
Jaden Schwartz,SEA,L,19,0 days 00:17:23.578947366,1.27,1.27,7.08,4.18,3.09,1.45,1.63,7.0,0 days 00:17:25.571428572,1.48,0.49,8.36,2.46,1.97,0.98,1.97,19.0,0 days 00:01:40.421052630,3.77,7.0,0 days 00:01:52.999999998,0.0,F,82,70,54,66,34,49,77,50,85,36,8,77,39,36,59,46,61.2,58.666666666666664,60.44,49.0,47.0,48.4
Jeff Skinner,S.J,L,17,0 days 00:12:21.588235296,1.14,0.86,8.28,2.28,1.14,1.71,0.57,5.0,0 days 00:09:56.599999998,0.0,1.21,6.03,4.83,1.21,4.83,0.0,17.0,0 days 00:01:53.294117646,1.87,,,,F,77,50,26,78,21,27,23,56,15,69,50,57,14,60,38,89,50.4,35.333333333333336,45.879999999999995,41.0,62.333333333333336,47.4
Zach Hyman,EDM,L,2,0 days 00:22:37.999999998,0.0,1.33,6.63,19.88,1.33,0.0,0.0,2.0,0 days 00:22:37.999999998,0.0,1.33,6.63,19.88,1.33,0.0,0.0,,,,,,,F,7,72,50,61,13,96,30,10,15,73,50,64,14,96,42,17,40.6,45.333333333333336,42.019999999999996,43.2,51.666666666666664,45.739999999999995
Erik Gudbranson,CBJ,D,4,0 days 00:14:50.500000002,0.0,0.0,3.03,5.05,1.01,6.06,0.0,,,,,,,,,,,,,,,,D,19,6,50,41,50,78,1,97,50,50,50,50,50,50,50,50,33.2,58.666666666666664,40.84,50.0,50.0,50.0
Taylor Hall,CAR,L,19,0 days 00:14:10.421052630,1.11,1.56,7.13,2.45,1.34,2.23,1.11,7.0,0 days 00:14:21.571428570,1.79,1.79,10.15,1.19,0.6,0.0,1.19,19.0,0 days 00:01:42.894736842,0.0,7.0,0 days 00:01:48.285714288,0.0,F,76,80,2,67,28,29,30,66,91,84,8,86,31,19,18,17,50.6,41.666666666666664,47.92,60.0,18.0,47.4
Tyler Seguin,DAL,C,20,0 days 00:17:21.649999998,1.21,0.86,4.49,1.9,0.86,0.35,18.84,7.0,0 days 00:15:56.857142856,2.15,1.61,4.3,1.61,0.0,0.0,17.2,20.0,0 days 00:02:08.299999998,2.81,,,,F,80,50,41,30,87,22,15,19,94,81,50,36,86,25,4,17,57.6,18.666666666666668,45.92,69.4,15.333333333333334,53.18
Dylan McIlrath,WSH,D,1,0 days 00:14:04.999999998,0.0,0.0,0.0,12.78,0.0,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,1,50,98,1,7,50,50,50,50,50,50,50,50,25.2,35.333333333333336,28.239999999999995,50.0,50.0,50.0
Mikael Granlund,ANA,C,9,0 days 00:17:07.333333332,1.17,2.34,8.18,1.17,1.17,1.56,29.2,1.0,0 days 00:15:45,3.81,0.0,7.62,0.0,0.0,0.0,30.48,9.0,0 days 00:03:40.444444446,3.63,,,,F,79,93,52,77,92,13,24,52,99,11,50,72,93,4,4,17,78.6,29.666666666666668,63.919999999999995,65.0,8.333333333333334,48.0
Nino Niederreiter,WPG,R,19,0 days 00:14:21.578947368,0.88,1.98,5.94,6.6,1.1,1.76,0.66,7.0,0 days 00:14:08.285714285,0.61,2.43,3.64,3.64,0.61,1.21,1.21,19.0,0 days 00:01:45.947368422,8.94,7.0,0 days 00:01:31.857142860,5.6,F,64,89,88,52,22,68,22,57,52,93,73,27,31,50,19,51,63.0,49.0,58.8,55.2,40.0,50.64
Bryan Rust,PIT,R,17,0 days 00:20:16.411764708,0.87,1.74,6.96,0.7,3.31,1.04,0.0,7.0,0 days 00:20:19.571428572,0.42,1.69,6.75,1.27,2.11,0.0,0.0,17.0,0 days 00:02:37.999999998,9.38,7.0,0 days 00:02:46.428571428,12.36,F,64,84,89,65,13,8,81,39,40,82,91,65,14,20,62,17,63.0,42.666666666666664,56.89999999999999,58.4,33.0,50.779999999999994
Sam Carrick,NYR,C,21,0 days 00:11:57.238095240,0.24,0.96,5.5,7.41,3.11,4.06,19.6,7.0,0 days 00:09:59.428571430,0.0,0.0,0.86,6.01,2.57,6.01,21.45,,,,,,,F,20,56,50,45,88,72,78,85,15,11,50,1,89,68,72,92,51.8,78.33333333333333,59.75999999999999,33.2,77.33333333333333,46.44
Brendan Gallagher,MTL,R,19,0 days 00:13:15.789473682,0.0,1.67,6.67,4.52,0.48,1.9,0.48,7.0,0 days 00:13:10.714285716,0.0,0.65,6.5,5.2,0.65,1.3,0.0,19.0,0 days 00:01:35.684210526,1.98,7.0,0 days 00:01:32.714285712,0.0,F,7,83,28,62,20,52,6,60,15,45,8,62,14,63,20,53,40.0,39.333333333333336,39.8,28.8,45.333333333333336,33.76
John Klingberg,S.J,D,13,0 days 00:21:03.923076924,0.44,0.66,3.94,2.19,3.72,2.19,0.0,6.0,0 days 00:20:37.333333332,0.48,0.48,3.39,0.48,3.88,2.91,0.0,13.0,0 days 00:03:50.846153844,3.6,6.0,0 days 00:03:39.666666666,2.73,D,89,50,53,61,50,39,44,70,85,41,47,52,50,11,52,80,60.6,51.0,57.72,55.0,47.666666666666664,52.8
Mark Stone,VGK,R,6,0 days 00:18:24.499999998,1.09,5.98,10.32,1.63,2.72,0.0,0.0,,,,,,,,,,6.0,0 days 00:04:07.000000002,19.43,,,,F,75,99,98,89,13,19,70,10,50,50,50,50,50,50,50,50,74.8,33.0,62.25999999999999,50.0,50.0,50.0
Colin Blackwell,DAL,C,20,0 days 00:11:38.899999998,0.26,0.77,3.09,8.24,2.32,2.58,6.18,7.0,0 days 00:10:52.571428572,0.79,1.58,2.36,3.94,2.36,3.15,3.94,,,,,,,F,21,45,50,10,64,76,61,71,62,80,50,11,54,53,68,79,38.0,69.33333333333333,47.39999999999999,51.4,66.66666666666667,55.98
Ondrej Palat,N.J,L,19,0 days 00:13:03.210526314,0.24,0.24,5.32,7.5,4.6,0.48,0.24,7.0,0 days 00:13:49.142857140,0.62,0.0,5.58,8.06,4.96,1.24,0.62,,,,,,,F,20,15,50,43,16,73,93,23,53,11,50,52,23,78,93,52,28.8,63.0,39.06,37.8,74.33333333333333,48.75999999999999
Josh Manson,COL,D,19,0 days 00:18:18.157894734,0.17,0.35,4.14,7.25,4.49,4.49,0.0,7.0,0 days 00:18:42.142857144,0.0,0.46,4.12,8.71,3.21,5.04,0.0,,,,,,,D,51,27,50,65,50,90,59,93,28,39,50,64,50,94,39,93,48.6,80.66666666666667,58.22,46.2,75.33333333333333,54.94
Dylan DeMelo,WPG,D,19,0 days 00:21:32.368421052,0.15,1.03,2.2,3.08,5.28,2.35,0.0,7.0,0 days 00:20:47.714285712,0.0,0.41,2.47,4.12,4.53,2.47,0.0,,,,,,,D,47,73,50,20,50,55,71,72,28,36,50,33,50,72,62,75,48.0,66.0,53.39999999999999,39.4,69.66666666666667,48.480000000000004
Nick Seeler,PHI,D,18,0 days 00:19:56.444444442,0.0,0.33,3.68,5.68,4.85,1.34,0.0,7.0,0 days 00:19:48.428571426,0.0,0.0,3.89,5.19,3.89,1.73,0.0,,,,,,,D,19,25,50,56,50,83,65,49,28,13,50,61,50,81,52,63,40.0,65.66666666666667,47.7,40.4,65.33333333333333,47.879999999999995
Sean Kuraly,BOS,C,21,0 days 00:14:03.095238096,0.41,0.61,6.1,3.66,2.44,1.22,21.35,7.0,0 days 00:14:09.714285714,0.61,0.0,6.05,3.03,1.21,0.0,23.0,,,,,,,F,32,36,50,54,89,43,64,44,52,11,50,58,90,43,38,17,52.2,50.333333333333336,51.64,52.2,32.666666666666664,46.339999999999996
Vincent Trocheck,NYR,C,7,0 days 00:17:42.571428570,1.45,1.45,4.36,13.07,2.42,1.94,26.14,5.0,0 days 00:19:07.600000002,1.88,1.25,5.02,16.31,1.25,2.51,25.72,,,,,,,F,87,76,50,28,91,89,63,60,92,71,50,46,91,94,39,72,66.4,70.66666666666667,67.68,70.0,68.33333333333333,69.5
Adam Lowry,WPG,C,7,0 days 00:14:22.428571428,0.6,1.19,5.96,9.54,5.37,0.0,23.85,7.0,0 days 00:14:22.428571428,0.6,1.19,5.96,9.54,5.37,0.0,23.85,,,,,,,F,46,67,50,52,90,81,96,10,51,69,50,57,90,83,95,17,61.0,62.333333333333336,61.39999999999999,63.4,65.0,63.879999999999995
Nick Cousins,OTT,C,19,0 days 00:11:02.842105266,0.86,0.29,3.72,10.86,2.86,8.29,1.72,7.0,0 days 00:10:19.142857140,0.83,0.0,2.49,11.63,0.83,7.48,2.49,,,,,,,F,63,18,50,18,35,85,73,97,64,11,50,12,44,88,26,95,36.8,85.0,51.26,36.2,69.66666666666667,46.24
Blake Coleman,CGY,L,21,0 days 00:16:52.952380950,1.18,0.17,8.12,8.12,2.71,1.35,1.18,7.0,0 days 00:15:32.142857142,1.1,0.0,6.07,11.03,3.86,1.1,0.55,21.0,0 days 00:01:01.476190476,0.0,,,,F,79,12,2,77,29,76,70,47,75,11,50,58,22,87,87,48,39.8,64.33333333333333,47.16,43.2,74.0,52.44
Jean-Gabriel Pageau,NYI,C,20,0 days 00:15:24.850000002,1.17,1.17,4.09,6.03,3.89,0.0,36.4,7.0,0 days 00:16:04.571428572,1.6,1.07,4.27,4.8,4.27,0.0,35.19,,,,,,,F,79,66,50,23,94,64,88,10,88,64,50,36,94,60,90,17,62.4,54.0,59.879999999999995,66.4,55.666666666666664,63.18000000000001
Mike Reilly,CAR,D,16,0 days 00:17:45.062500002,0.21,0.85,5.92,1.48,4.23,0.85,0.0,7.0,0 days 00:17:04.857142860,0.0,0.0,5.52,1.0,3.01,2.01,0.0,,,,,,,D,59,63,50,88,50,24,54,33,28,13,50,81,50,21,36,68,62.0,37.0,54.5,44.4,41.666666666666664,43.58
Scott Mayfield,NYI,D,18,0 days 00:18:55.944444444,0.0,0.53,2.64,2.46,4.93,5.81,0.0,5.0,0 days 00:20:07.999999998,0.0,0.0,1.19,4.17,6.56,1.19,0.0,,,,,,,D,19,40,50,31,50,44,66,96,28,13,50,9,50,73,83,51,38.0,68.66666666666667,47.2,30.0,69.0,41.7
Boone Jenner,CBJ,C,16,0 days 00:16:06.124999998,0.7,1.63,7.45,6.99,3.03,3.03,11.88,3.0,0 days 00:13:51.333333336,1.44,1.44,12.99,5.77,4.33,0.0,7.22,16.0,0 days 00:01:27.124999998,5.16,,,,F,53,81,68,70,79,70,76,77,84,76,50,93,69,67,90,17,70.2,74.33333333333333,71.44,74.4,58.0,69.47999999999999
Brandon Saad,VGK,L,19,0 days 00:14:01.473684210,0.23,0.68,6.53,0.45,2.25,0.9,1.13,7.0,0 days 00:14:55.285714284,0.57,0.57,5.17,0.0,1.15,1.15,2.3,,,,,,,F,19,40,50,60,28,5,59,35,50,40,50,47,42,4,36,50,39.4,33.0,37.48,45.8,30.0,41.059999999999995
Joel Edmundson,L.A,D,20,0 days 00:17:21.450000,0.17,1.21,4.67,3.98,3.8,1.73,0.0,7.0,0 days 00:17:50.571428574,0.48,0.96,4.32,3.84,5.76,0.0,0.0,,,,,,,D,51,81,50,74,50,67,45,59,85,66,50,67,50,69,77,13,61.2,57.0,59.94,63.6,53.0,60.419999999999995
William Karlsson,VGK,C,14,0 days 00:15:08.785714284,1.13,0.85,8.49,0.85,3.68,1.13,25.75,2.0,0 days 00:10:33.499999998,0.0,2.84,14.21,0.0,0.0,0.0,42.62,,,,,,,F,77,50,50,79,91,9,85,42,15,95,50,95,95,4,4,17,69.4,45.333333333333336,62.18,70.0,8.333333333333334,51.5
Nikita Kucherov,T.B,R,17,0 days 00:21:07.000000002,1.5,1.5,8.69,1.0,0.84,0.67,0.0,7.0,0 days 00:21:19.999999998,2.01,1.21,9.24,1.61,0.8,0.8,0.0,17.0,0 days 00:04:42.411764706,4.5,7.0,0 days 00:04:41.571428574,5.48,F,89,78,62,81,13,11,14,28,93,69,72,82,14,25,25,41,64.6,17.666666666666668,50.51999999999999,66.0,30.333333333333332,55.3
Ryan Nugent-Hopkins,EDM,C,16,0 days 00:18:48.562500,1.0,2.19,4.59,1.4,0.8,0.8,7.58,2.0,0 days 00:17:33.499999998,0.0,1.71,0.0,0.0,0.0,0.0,6.83,16.0,0 days 00:03:13.562500002,10.46,,,,F,71,92,91,31,69,16,13,32,15,83,50,1,67,4,4,17,70.8,20.333333333333332,55.66,43.2,8.333333333333334,32.739999999999995
Gabriel Landeskog,COL,L,19,0 days 00:13:40.999999998,0.46,0.92,6.46,6.92,1.15,4.38,3.92,7.0,0 days 00:12:46.857142860,1.34,0.67,7.38,7.38,1.34,8.72,2.68,19.0,0 days 00:01:31.105263156,0.0,,,,F,35,54,2,59,53,70,24,87,82,46,50,70,45,75,42,96,40.6,60.333333333333336,46.519999999999996,58.6,71.0,62.31999999999999
Jonathan Huberdeau,CGY,L,16,0 days 00:19:42.750000,0.76,0.95,5.71,1.52,1.71,0.76,0.38,7.0,0 days 00:19:54.142857144,0.0,0.86,6.46,2.15,2.15,0.0,0.43,16.0,0 days 00:03:25.750000002,2.19,7.0,0 days 00:02:56.714285712,2.91,F,57,55,32,48,18,17,42,31,15,55,51,62,21,32,63,17,42.0,30.0,38.4,40.8,37.333333333333336,39.76
Adam Larsson,SEA,D,19,0 days 00:21:59.894736840,0.14,0.57,2.15,4.02,6.46,1.15,0.0,7.0,0 days 00:20:21.285714288,0.42,0.84,1.68,2.95,5.9,0.84,0.0,,,,,,,D,45,43,50,19,50,68,84,43,80,60,50,17,50,58,78,41,41.4,65.0,48.48,51.4,59.0,53.67999999999999
Ryan Strome,ANA,C,3,0 days 00:12:48.333333336,0.0,3.12,6.25,0.0,3.12,0.0,20.3,3.0,0 days 00:12:48.333333336,0.0,3.12,6.25,0.0,3.12,0.0,20.3,,,,,,,F,7,98,50,56,88,2,78,10,15,97,50,60,88,4,80,17,59.8,30.0,50.85999999999999,62.0,33.666666666666664,53.5
Mika Zibanejad,NYR,C,21,0 days 00:20:49.571428572,0.96,0.69,9.33,4.12,2.33,0.55,20.03,7.0,0 days 00:19:53.285714286,1.29,1.29,10.77,3.02,3.45,0.0,18.53,21.0,0 days 00:03:15.523809522,4.38,7.0,0 days 00:02:20.142857142,11.01,F,69,41,61,85,88,48,61,25,81,72,89,88,87,43,83,17,68.8,44.666666666666664,61.559999999999995,83.4,47.666666666666664,72.68
Mark Scheifele,WPG,C,19,0 days 00:20:13.315789476,1.72,2.5,6.71,0.47,0.78,2.5,25.14,7.0,0 days 00:20:57.428571426,0.82,2.04,5.32,0.0,1.23,4.91,26.58,19.0,0 days 00:03:17.526315792,5.76,7.0,0 days 00:02:58.285714284,2.88,F,93,95,73,62,91,5,13,70,63,88,51,49,91,4,38,89,82.8,29.333333333333332,66.75999999999999,68.4,43.666666666666664,60.980000000000004
Sean Couturier,PHI,C,17,0 days 00:18:22.411764708,0.38,1.54,4.8,2.69,2.31,1.54,27.85,7.0,0 days 00:18:40.999999998,0.0,0.46,4.13,2.29,1.38,0.92,22.02,17.0,0 days 00:01:41.764705884,0.0,7.0,0 days 00:01:25.999999998,0.0,F,29,79,2,34,92,32,61,52,15,34,8,34,89,34,43,44,47.2,48.333333333333336,47.54,36.0,40.333333333333336,37.3
Dougie Hamilton,N.J,D,15,0 days 00:20:54.400000002,0.77,0.57,7.27,2.87,3.64,1.53,0.0,3.0,0 days 00:17:18.333333336,0.0,0.0,8.09,1.16,2.31,0.0,0.0,15.0,0 days 00:02:16.999999998,7.01,,,,D,99,43,81,95,50,51,42,54,28,13,50,94,50,24,22,13,73.6,49.0,66.22,47.0,19.666666666666668,38.8
Jonas Brodin,MIN,D,19,0 days 00:21:43.263157896,0.29,0.44,2.62,0.73,5.38,0.58,0.0,7.0,0 days 00:22:29.857142856,0.0,0.38,3.81,1.52,4.95,0.76,0.0,,,,,,,D,73,33,50,30,50,10,73,24,28,35,50,60,50,32,68,38,47.2,35.666666666666664,43.739999999999995,44.6,46.0,45.019999999999996
Jamie Oleksiak,SEA,D,19,0 days 00:16:38.947368420,0.38,0.57,3.6,4.93,4.93,1.14,0.0,7.0,0 days 00:16:08.428571429,0.0,1.59,3.19,3.72,2.66,1.06,0.0,,,,,,,D,84,43,50,54,50,77,66,43,28,85,50,48,50,68,29,47,56.2,62.0,57.94,52.2,48.0,50.94
J.T. Miller,NYR,C,21,0 days 00:20:41.714285712,0.55,0.83,6.63,7.18,1.1,0.83,27.75,7.0,0 days 00:20:03.428571426,0.43,0.43,2.99,9.83,1.28,0.0,23.5,21.0,0 days 00:03:07.619047620,1.83,7.0,0 days 00:02:13.714285716,0.0,F,42,49,26,61,92,71,22,33,41,33,8,18,90,84,40,17,54.0,42.0,50.4,38.0,47.0,40.699999999999996
Joel Armia,L.A,R,20,0 days 00:13:56.950000002,0.65,1.08,4.52,4.09,1.94,2.15,0.65,7.0,0 days 00:13:17.571428574,0.64,0.64,2.58,3.22,0.64,1.29,0.0,,,,,,,F,49,62,50,30,22,48,50,64,54,44,50,13,14,45,20,53,42.6,54.0,46.019999999999996,35.0,39.333333333333336,36.3
Connor Murphy,CHI,D,19,0 days 00:14:54.526315788,0.0,0.64,3.81,3.6,4.24,2.97,0.0,7.0,0 days 00:14:05.285714286,0.0,0.61,3.04,4.87,3.65,3.65,0.0,,,,,,,D,19,49,50,59,50,63,54,81,28,48,50,45,50,78,48,87,45.4,66.0,51.58,44.2,71.0,52.24
Stefan Noesen,N.J,R,13,0 days 00:11:50.615384616,0.39,0.39,6.24,6.24,1.95,2.34,2.34,7.0,0 days 00:13:28.571428572,0.0,0.64,5.72,5.09,1.27,2.54,2.54,13.0,0 days 00:01:09.846153846,0.0,7.0,0 days 00:01:42.714285714,0.0,F,30,23,2,56,41,65,50,67,15,44,8,54,44,62,40,73,30.4,60.666666666666664,39.48,33.0,58.333333333333336,40.599999999999994
Phillip Danault,L.A,C,20,0 days 00:16:48.049999998,0.0,0.71,5.18,2.86,1.25,1.07,27.14,7.0,0 days 00:16:19.142857140,0.0,0.53,6.3,2.1,2.63,1.05,21.01,20.0,0 days 00:01:32.899999998,0.0,7.0,0 days 00:01:56.571428574,0.0,F,7,42,2,40,92,34,27,40,15,38,8,60,89,32,73,47,36.6,33.666666666666664,35.72,42.0,50.666666666666664,44.599999999999994
Vladislav Namestnikov,WPG,C,19,0 days 00:15:27.368421054,1.23,0.2,6.33,4.29,2.86,1.23,6.54,7.0,0 days 00:15:23.714285712,0.0,0.0,7.24,5.57,5.01,3.34,1.11,19.0,0 days 00:01:44.473684212,3.63,7.0,0 days 00:01:32.428571429,0.0,F,81,13,52,57,65,50,73,44,15,11,8,69,30,66,93,80,53.6,55.666666666666664,54.22,26.6,79.66666666666667,42.52
Rickard Rakell,PIT,R,9,0 days 00:17:44.444444442,1.13,1.88,6.39,3.38,3.76,0.75,0.38,,,,,,,,,,9.0,0 days 00:02:15.333333335,8.87,,,,F,77,87,88,58,18,40,86,31,50,50,50,50,50,50,50,50,65.6,52.333333333333336,61.61999999999999,50.0,50.0,50.0
Colin Miller,WPG,D,5,0 days 00:11:52.600000002,0.0,0.0,4.04,10.1,3.03,2.02,0.0,2.0,0 days 00:12:48,0.0,0.0,7.03,4.69,2.34,0.0,0.0,,,,,,,D,19,6,50,63,50,96,29,66,28,13,50,90,50,77,22,13,37.6,63.666666666666664,45.42,46.2,37.333333333333336,43.540000000000006
Jonathan Marchessault,NSH,R,17,0 days 00:18:03.411764706,0.78,0.39,8.4,5.86,0.59,1.17,0.78,7.0,0 days 00:18:26.285714286,0.0,0.0,6.97,3.72,0.93,0.93,0.46,17.0,0 days 00:03:17.764705884,2.14,7.0,0 days 00:02:53.285714286,0.0,F,58,23,31,79,24,63,8,43,15,11,8,67,21,51,29,44,43.0,38.0,41.5,24.4,41.333333333333336,29.479999999999997
Barclay Goodrow,S.J,C,20,0 days 00:11:40.999999998,0.0,0.26,3.85,6.68,3.59,1.54,1.28,7.0,0 days 00:12:15.428571426,0.0,0.0,2.8,4.9,2.8,4.2,1.4,,,,,,,F,7,16,50,20,30,68,84,52,15,11,50,16,33,61,75,86,24.6,68.0,37.62,25.0,74.0,39.7
Luke Glendening,N.J,C,19,0 days 00:10:06.894736842,0.0,0.94,3.12,6.87,5.31,0.62,37.78,7.0,0 days 00:08:54.428571426,0.0,0.0,2.89,1.92,2.89,0.0,33.68,,,,,,,F,7,55,50,11,95,69,96,27,15,11,50,17,94,29,77,17,43.6,64.0,49.72,37.4,41.0,38.48
Yanni Gourde,T.B,C,19,0 days 00:16:09.421052634,0.59,0.59,6.45,5.67,1.95,3.13,15.64,7.0,0 days 00:16:34.571428572,0.0,1.03,6.72,5.69,2.59,4.14,18.1,,,,,,,F,45,35,50,59,84,62,50,78,15,63,50,64,87,66,72,85,54.6,63.333333333333336,57.22,55.8,74.33333333333333,61.35999999999999
